51,1,WIX2002,Project Management,T4,Wednesday,2021-10-18,2022-01-14,17:00:00,18:00:00,8
52,1,WIX2002,Project Management,T5,Wednesday,2021-10-18,2022-01-14,17:00:00,18:00:00,9
53,1,WIX2002,Project Management,T6,Wednesday,2021-10-18,2022-01-14,17:00:00,18:00:00,10
54,2,WIA1001,Information System,K,Tuesday,2021-10-18,2022-01-14,13:00:00,15:00:00,14
55,2,WIA1001,Information System,T1,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,6
56,2,WIA1001,Information System,T2,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,7
57,2,WIA1002,Data Structure,K,Monday,2021-10-18,2022-01-14,9:00:00,11:00:00,5
58,2,WIA1002,Data Structure,T,Thursday,2021-10-18,2022-01-14,9:00:00,12:00:00,11
59,2,WIA1003,Computer System Architecture,K,Wednesday,2021-10-18,2022-01-14,9:00:00,11:00:00,5
60,2,WIA1003,Computer System Architecture,T,Wednesday,2021-10-18,2022-01-14,11:00:00,12:00:00,12
61,2,WIA1004,Fundamentals of AI,K,Friday,2021-10-18,2022-01-14,9:00:00,12:00:00,4
62,2,WIA1005,Network Technology Foundation,K,Tuesday,2021-10-18,2022-01-14,15:00:00,17:00:00,5
63,2,WIA1005,Network Technology Foundation,T,Thursday,2021-10-18,2022-01-14,12:00:00,14:00:00,3
64,2,WIA1007,Introduction to Data Science,K,Tuesday,2021-10-18,2022-01-14,13:00:00,15:00:00,5
65,2,WIA1007,Introduction to Data Science,T1,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,6
66,2,WIA1007,Introduction to Data Science,T2,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,7
67,2,WIA1008,Fundamental of Multimedia,K,Wednesday,2021-10-18,2022-01-14,15:00:00,18:00:00,1
68,2,WIA2001,Database,K1,Monday,2021-10-18,2022-01-14,14:00:00,16:00:00,4
69,2,WIA2001,Database,K2,Monday,2021-10-18,2022-01-14,14:00:00,16:00:00,4
70,2,WIA2001,Database,K3,Monday,2021-10-18,2022-01-14,14:00:00,16:00:00,5
71,2,WIA2001,Database,T1,Wednesday,2021-10-18,2022-01-14,12:00:00,13:00:00,11
72,2,WIA2001,Database,T2,Wednesday,2021-10-18,2022-01-14,12:00:00,13:00:00,11
73,2,WIA2001,Database,T3,Wednesday,2021-10-18,2022-01-14,12:00:00,13:00:00,12
74,2,WIA2001,Database,T4,Wednesday,2021-10-18,2022-01-14,13:00:00,14:00:00,12
75,2,WIA2001,Database,T5,Wednesday,2021-10-18,2022-01-14,13:00:00,14:00:00,13
76,2,WIA2001,Database,T6,Wednesday,2021-10-18,2022-01-14,13:00:00,14:00:00,13
77,2,WIA2002,Software Modelling,K1,Monday,2021-10-18,2022-01-14,11:00:00,13:00:00,4
78,2,WIA2002,Software Modelling,K2,Monday,2021-10-18,2022-01-14,11:00:00,13:00:00,4
79,2,WIA2002,Software Modelling,K3,Monday,2021-10-18,2022-01-14,11:00:00,13:00:00,5
80,2,WIA2002,Software Modelling,T1,Thursday,2021-10-18,2022-01-14,14:00:00,15:00:00,11
81,2,WIA2002,Software Modelling,T2,Thursday,2021-10-18,2022-01-14,13:00:00,14:00:00,11
82,2,WIA2002,Software Modelling,T3,Thursday,2021-10-18,2022-01-14,14:00:00,15:00:00,12
83,2,WIA2002,Software Modelling,T4,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,12
84,2,WIA2002,Software Modelling,T5,Thursday,2021-10-18,2022-01-14,14:00:00,15:00:00,13
85,2,WIA2002,Software Modelling,T6,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,13
86,2,WIB2002,Interactive Design,K,Monday,2021-10-18,2022-01-14,11:00:00,13:00:00,5
87,2,WIB2002,Interactive Design,T,Thursday,2021-10-18,2022-01-14,14:00:00,15:00:00,2
88,2,WIA2003,Probability & Statistics,K1,Wednesday,2021-10-18,2022-01-14,14:00:00,16:00:00,4
89,2,WIA2003,Probability & Statistics,K2,Wednesday,2021-10-18,2022-01-14,14:00:00,16:00:00,4
90,2,WIA2003,Probability & Statistics,K3,Wednesday,2021-10-18,2022-01-14,14:00:00,16:00:00,5
91,2,WIA2003,Probability & Statistics,T1,Friday,2021-10-18,2022-01-14,15:00:00,16:00:00,11
92,2,WIA2003,Probability & Statistics,T2,Friday,2021-10-18,2022-01-14,15:00:00,16:00:00,11
93,2,WIA2003,Probability & Statistics,T3,Friday,2021-10-18,2022-01-14,15:00:00,16:00:00,12
94,2,WIA2003,Probability & Statistics,T4,Friday,2021-10-18,2022-01-14,16:00:00,17:00:00,12
95,2,WIA2003,Probability & Statistics,T5,Friday,2021-10-18,2022-01-14,16:00:00,17:00:00,13
96,2,WIA2003,Probability & Statistics,T6,Friday,2021-10-18,2022-01-14,16:00:00,17:00:00,13
97,2,WIA2004 ,Operating System,K,Tuesday,2021-10-18,2022-01-14,15:00:00,17:00:00,5
98,2,WIA2004 ,Operating System,T,Thursday,2021-10-18,2022-01-14,16:00:00,18:00:00,2
99,2,WIA2010,Human Computer Interaction,K,Tuesday,2021-10-18,2022-01-14,13:00:00,15:00:00,1
100,2,WIA2010,Human Computer Interaction,T1,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,12
101,2,WIA2010,Human Computer Interaction,T2,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,13
102,3,WIX3002,Social Informatics,K,Tuesday,2021-10-18,2022-01-14,13:00:00,15:00:00,14
103,3,WIX3002,Social Informatics,T1,Thursday,2021-10-18,2022-01-14,12:00:00,13:00:00,12
104,3,WIX3002,Social Informatics,T2,Thursday,2021-10-18,2022-01-14,13:00:00,14:00:00,13
105,3,WIX3003,Information Security Management and Ethics,K,Monday,2021-10-18,2022-01-14,11:00:00,13:00:00,5
106,3,WIX3003,Information Security Management and Ethics,T1,Wednesday,2021-10-18,2022-01-14,12:00:00,13:00:00,12
107,3,WIX3003,Information Security Management and Ethics,T2,Wednesday,2021-10-18,2022-01-14,13:00:00,14:00:00,13
108,3,WIX3004,Mobile Application Development,K,Wednesday,2021-10-18,2022-01-14,14:00:00,16:00:00,5
109,3,WIX3004,Mobile Application Development,T1,Thursday,2021-10-18,2022-01-14,9:00:00,10:00:00,6
110,3,WIX3004,Mobile Application Development,T2,Thursday,2021-10-18,2022-01-14,10:00:00,11:00:00,7
111,3,WIX3004,Mobile Application Development,T3,Thursday,2021-10-18,2022-01-14,14:00:00,15:00:00,8
112,3,WIX3004,Mobile Application Development,T4,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,9
113,4,WIC3007,Principle of Distributed Systems,K,Wednesday,2021-10-18,2022-01-14,16:00:00,18:00:00,14
114,4,WIC3007,Principle of Distributed Systems,T,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,1
115,4,WID3007,Fuzzy Logic ,K,Tuesday,2021-10-18,2022-01-14,16:00:00,18:00:00,2
116,4,WID3007,Fuzzy Logic ,T,Thursday,2021-10-18,2022-01-14,11:00:00,12:00:00,1
117,4,WID3008 ,Image Processing,K,Monday,2021-10-18,2022-01-14,13:00:00,15:00:00,2
118,4,WID3008 ,Image Processing,T,Wednesday,2021-10-18,2022-01-14,11:00:00,12:00:00,1
119,4,WID3009 ,AI Intelligence Game Programming,K,Wednesday,2021-10-18,2022-01-14,16:00:00,18:00:00,2
120,4,WID3009 ,AI Intelligence Game Programming,T,Friday,2021-10-18,2022-01-14,16:00:00,17:00:00,1
121,4,WIE3001,Advanced Database,K,Monday,2021-10-18,2022-01-14,15:00:00,18:00:00,4
122,4,WIE3006,Information System Auditing,K,Tuesday,2021-10-18,2022-01-14,10:00:00,12:00:00,5
123,4,WIE3006,Information System Auditing,T,Thursday,2021-10-18,2022-01-14,12:00:00,13:00:00,1
124,4,WIE3007,Data Mining & Warehousing,K,Wednesday,2021-10-18,2022-01-14,16:00:00,18:00:00,2
125,4,WIE3007,Data Mining & Warehousing,T,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,1
126,4,WIE3008,Business Analytics & Intelligence,K,Wednesday,2021-10-18,2022-01-14,10:00:00,13:00:00,4
127,4,WIE3010,Data Visualization,K,Monday,2021-10-18,2022-01-14,13:00:00,15:00:00,5
128,4,WIE3010,Data Visualization,T,Thursday,2021-10-18,2022-01-14,17:00:00,18:00:00,1
129,4,WIH3003,Big Data Applications and Analytics ,K,Tuesday,2021-10-18,2022-01-14,9:00:00,12:00:00,4
